trajectory_id,program_id,task_id,family,variant,condition,task_text,reference_text,boundary_crossed,reference_start_token_index,token_count,analysis_token_count,trajectory_valid,mean_entropy_top20,median_entropy_top20,mean_entropy_valid_vocab,median_entropy_valid_vocab,semantic_step_balanced_entropy_top20,mean_p1,median_p1,mean_top20_mass,mean_reference_surprisal,median_reference_rank,fraction_p1_ge_090,fraction_p1_ge_099,step_mapped_token_fraction,boundary_overlap_token_fraction,unmapped_token_fraction
moving_average_three__v3__procedural_prose,moving_average_three__v3,moving_average_three,sliding_window,3,procedural_prose,"Given a list of numbers, return the average of every consecutive window of three values.","Define a procedure named moving_average_three that receives result.
Set x to [].
For each entry in range((len(result) - 2)), do the following.
    Set element to (((result[entry] + result[(entry + 1)]) + result[(entry + 2)]) / 3).
    Append element to x.
Return x.",False,21,71,70,True,0.6098270718058172,0.3267369270324707,0.6890448484682046,0.3409275859594345,0.6769058460395233,0.8006976336240769,0.9288643598556519,0.9889537223747799,2.5481751049237054,1.0,0.5285714285714286,0.3,1.0,0.0,0.0
contains_zero__v1__python_opaque,contains_zero__v1,contains_zero,membership_test,1,python_opaque,"Given a list of numbers, determine whether zero occurs in the list.","def zav0(mip0):
    for tuk0 in mip0:
        if tuk0 == 0:
            return True
    return False",False,18,33,32,True,0.266036414707429,0.006697061704471707,0.2891477484899667,0.006733439164236188,0.26993327096654735,0.9076961446553469,0.9992537200450897,0.9974658116698265,2.9588836589227143,1.0,0.75,0.65625,1.0,0.0,0.0
flatten_lists__v3__procedural_prose,flatten_lists__v3,flatten_lists,flatten_one_level,3,procedural_prose,"Given a list of lists, flatten exactly one level into a single list.","Define a procedure named flatten_lists that receives entry.
Set x to [].
For each element in entry, do the following.
    For each result in element, do the following.
        Append result to x.
Return x.",False,19,45,44,True,0.5702411949684822,0.5232385694980621,0.6061209164300553,0.5337114334106445,0.5538243015055033,0.7994534982876345,0.8409956395626068,0.9950473918156191,3.327830457652753,1.0,0.4318181818181818,0.29545454545454547,1.0,0.0,0.0
flatten_lists__v2__python_canonical,flatten_lists__v2,flatten_lists,flatten_one_level,2,python_canonical,"Given a list of lists, flatten exactly one level into a single list.","def flatten_lists(value):
    current = []
    for item in value:
        for output in item:
            current.append(output)
    return current",False,19,29,28,True,0.17382655412516865,0.006024593953043222,0.17605543370544702,0.006117024924606085,0.3834021954269499,0.9430447071790695,0.999313235282898,0.9997857638767788,2.5740096447829535,1.0,0.8928571428571429,0.7857142857142857,1.0,0.0,0.0
frequency_map_chars__v3__nl_exp7_anchor,frequency_map_chars__v3,frequency_map_chars,frequency_map,3,nl_exp7_anchor,"Given a string, build a dictionary mapping each character to its occurrence count.","Initialize with an empty dictionary. Process each character. If it is already a key, increase its count; otherwise create the key with count one. Produce the dictionary.",False,19,33,32,True,0.6667070251896803,0.6803908050060272,0.6987750318003236,0.6814416646957397,,0.7392704049125314,0.7540997266769409,0.9951850958168507,2.712556462583507,2.0,0.34375,0.125,,,
ordered_intersection__v2__procedural_prose,ordered_intersection__v2,ordered_intersection,ordered_intersection,2,procedural_prose,"Given two lists, return values from the first list that also occur in the second list, preserving duplicates and order from the first list.","Define a procedure named ordered_intersection that receives item and current.
Set value to [].
For each output in item, do the following.
    If output is in current, do the following.
        Append output to value.
Return value.",False,31,47,46,True,0.7105953789154149,0.6073532998561859,0.8220970363902819,0.6555186808109283,0.7531181208440103,0.7616379814951316,0.8415819108486176,0.9856252825778463,3.034911240220738,1.0,0.45652173913043476,0.08695652173913043,1.0,0.0,0.0
product_one_to_n__v2__python_canonical,product_one_to_n__v2,product_one_to_n,factorial_product,2,python_canonical,"Given a positive integer n, compute the product of all integers from one through n.","def product_one_to_n(item):
    value = 1
    for current in range(1, item + 1):
        value *= current
    return value",False,21,34,33,True,0.11914748778177785,0.01588377170264721,0.12110899881967767,0.016415508463978767,0.1855806945151666,0.9603477969314113,0.9981986880302429,0.9997973243395487,2.0485769478193077,1.0,0.9393939393939394,0.7575757575757576,1.0,0.0,0.0
sum_negative__v2__procedural_prose,sum_negative__v2,sum_negative,sign_sum,2,procedural_prose,"Given a list of numbers, sum only the negative values.","Define a procedure named sum_negative that receives current.
Set item to 0.
For each value in current, do the following.
    If value is less than 0, do the following.
        Increase item by value.
Return item.",False,16,48,47,True,0.557672911087061,0.49798715114593506,0.6140538420406805,0.5451260805130005,0.6123339900826708,0.813700684207551,0.8747093081474304,0.9909968021068167,2.5217139862383813,1.0,0.44680851063829785,0.23404255319148937,1.0,0.0,0.0
digit_product__v3__procedural_prose,digit_product__v3,digit_product,digit_aggregate,3,procedural_prose,"Given a positive integer, compute the product of its decimal digits.","Define a procedure named digit_product that receives element.
Set entry to 1.
While element is greater than 0, do the following.
    Multiply entry by (element % 10).
    Update element to element // 10.
Return entry.",False,17,52,51,True,0.4480347961602091,0.3867267370223999,0.46176041284422065,0.3905935287475586,0.3677477761281603,0.8332280954893898,0.8943907022476196,0.998647669951121,2.4887001988171056,1.0,0.49019607843137253,0.37254901960784315,1.0,0.0,0.0
ordered_unique_intersection__v2__controlled_nl,ordered_unique_intersection__v2,ordered_unique_intersection,ordered_intersection,2,controlled_nl,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","PROCEDURE ordered_unique_intersection INPUT item, current:
SET value TO [].
FOR EACH output IN item:
    IF (output IN current AND output NOT IN value):
        EXECUTE value.append(output).
RETURN value",False,28,42,41,True,0.7169370584561853,0.4934287667274475,0.8465179952554314,0.5062389373779297,0.8091715910887437,0.7651624185283009,0.868107259273529,0.9832538468081776,3.9831631408903885,2.0,0.43902439024390244,0.24390243902439024,1.0,0.0,0.0
remove_digits__v3__python_opaque,remove_digits__v3,remove_digits,string_filter,3,python_opaque,"Given a string, return a new string with all decimal digits removed.","def zav0(mip0):
    tuk0 = """"
    for qel0 in mip0:
        if not qel0.isdigit():
            tuk0 += qel0
    return tuk0",False,18,45,44,True,0.2400301632733203,0.003957534558139741,0.2741090137930268,0.004125199047848582,0.2928071123872196,0.9292928173460744,0.9995859265327454,0.9961324334144592,2.6240108826445865,1.0,0.7954545454545454,0.7045454545454546,1.0,0.0,0.0
linear_first_index__v2__pseudocode,linear_first_index__v2,linear_first_index,linear_search,2,pseudocode,"Given a list and a target, return the index of the first target occurrence or minus one if absent.","PROCEDURE linear_first_index(output, value)
FOR (item, current) IN enumerate(output)
    IF current = value
        RETURN item
RETURN -1",False,25,32,31,True,0.43472404900615313,0.17541708052158356,0.4534066558173377,0.18644137680530548,0.3974087475507986,0.8333394344775907,0.9719533324241638,0.9980896096075734,5.270936404765199,2.0,0.5483870967741935,0.3548387096774194,1.0,0.0,0.0
moving_average_three__v2__nl_exp7_anchor,moving_average_three__v2,moving_average_three,sliding_window,2,nl_exp7_anchor,"Given a list of numbers, return the average of every consecutive window of three values.","Build an empty result list. For each starting index that leaves three values available, add those three values, divide by three, and add the average. Output the result.",False,21,34,33,True,0.7246344554040468,0.6438112854957581,0.7800991461245399,0.6606423258781433,,0.7650784037329934,0.8229801654815674,0.9928988904664011,2.841111219064756,2.0,0.3939393939393939,0.030303030303030304,,,
adjacent_differences__v1__python_canonical,adjacent_differences__v1,adjacent_differences,adjacent_transform,1,python_canonical,"Given a list of numbers, create a list of differences between each value and its predecessor.","def adjacent_differences(values):
    result = []
    for index in range(1, len(values)):
        result.append(values[index] - values[index - 1])
    return result",False,22,37,36,True,0.1521335946983792,0.0014632900129072368,0.1526528474257955,0.0014914370840415359,0.38188029400247225,0.9465681364138921,0.9998683333396912,0.9999591277705299,1.1164920706038384,1.0,0.8333333333333334,0.7222222222222222,1.0,0.0,0.0
product_one_to_n__v1__procedural_prose,product_one_to_n__v1,product_one_to_n,factorial_product,1,procedural_prose,"Given a positive integer n, compute the product of all integers from one through n.","Define a procedure named product_one_to_n that receives n.
Set product to 1.
For each value in range(1, (n + 1)), do the following.
    Multiply product by value.
Return product.",False,21,45,44,True,0.5069653734046203,0.36720648407936096,0.5227169242385902,0.3884158134460449,0.47704011757201936,0.8088825900446285,0.919753223657608,0.9983710958199068,2.844126353473588,1.5,0.5227272727272727,0.22727272727272727,1.0,0.0,0.0
matrix_find_position__v1__pseudocode,matrix_find_position__v1,matrix_find_position,matrix_search,1,pseudocode,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","PROCEDURE matrix_find_position(matrix, target)
FOR row IN range(len(matrix))
    FOR col IN range(len(matrix[row]))
        IF matrix[row][col] = target
            RETURN (row, col)
RETURN (-1, -1)",False,34,49,48,True,0.34560058336282395,0.01767707522958517,0.36767611015792073,0.017763194162398577,0.3413465528384294,0.8822943338503441,0.997755378484726,0.9975626034041246,1.3213411896724991,1.0,0.6666666666666666,0.5416666666666666,1.0,0.0,0.0
is_strictly_increasing__v3__procedural_prose,is_strictly_increasing__v3,is_strictly_increasing,monotonicity,3,procedural_prose,"Given a list of numbers, determine whether it is strictly increasing.","Define a procedure named is_strictly_increasing that receives entry.
For each element in range(1, len(entry)), do the following.
    If entry[(element - 1)] is at least entry[element], do the following.
        Return false.
Return true.",False,17,55,54,True,0.4292125118247862,0.2849552184343338,0.4489593919145894,0.2866484522819519,0.37052467644078924,0.8480479783482022,0.9377889335155487,0.9974186243834319,3.180180702715798,1.0,0.6111111111111112,0.3333333333333333,1.0,0.0,0.0
digit_product__v1__procedural_prose,digit_product__v1,digit_product,digit_aggregate,1,procedural_prose,"Given a positive integer, compute the product of its decimal digits.","Define a procedure named digit_product that receives number.
Set product to 1.
While number is greater than 0, do the following.
    Multiply product by (number % 10).
    Update number to number // 10.
Return product.",False,17,52,51,True,0.3377877671799673,0.06991919130086899,0.3420687277124078,0.06995224207639694,0.33432689847551605,0.8647629338152268,0.9872810244560242,0.9995567097383387,2.1745857371134956,1.0,0.6274509803921569,0.49019607843137253,1.0,0.0,0.0
count_even__v3__python_opaque,count_even__v3,count_even,parity_count,3,python_opaque,"Given a list of integers, count how many values are even.","def zav0(mip0):
    tuk0 = 0
    for qel0 in mip0:
        if qel0 % 2 == 0:
            tuk0 += 1
    return tuk0",False,17,50,49,True,0.26821261512394795,0.013124008662998676,0.3022320190781306,0.014864814467728138,0.36954300334880535,0.9098356940916607,0.998308539390564,0.9959417861335131,2.164135658316297,1.0,0.7755102040816326,0.6938775510204082,1.0,0.0,0.0
minmax_normalize__v1__procedural_prose,minmax_normalize__v1,minmax_normalize,bounded_numeric_transform,1,procedural_prose,"Given a non-empty list of numbers with distinct minimum and maximum values, scale each value into the interval from zero to one using min-max normalization.","Define a procedure named minmax_normalize that receives values.
Set low to min(values).
Set high to max(values).
Set result to [].
For each value in values, do the following.
    Append ((value - low) / (high - low)) to result.
Return result.",False,33,57,56,True,0.4692651771898844,0.2342650145292282,0.489451115835826,0.23455971479415894,0.5179323147079133,0.8486164009996823,0.9461589455604553,0.9976953459637505,2.2547900475459244,1.0,0.5892857142857143,0.3392857142857143,1.0,0.0,0.0
count_digits__v3__procedural_prose,count_digits__v3,count_digits,digit_count,3,procedural_prose,"Given a positive integer, count its decimal digits.","Define a procedure named count_digits that receives entry.
Set element to 0.
While entry is greater than 0, do the following.
    Update entry to entry // 10.
    Increase element by 1.
Return element.",False,14,48,47,True,0.4259125637059803,0.3123999834060669,0.444922841955565,0.36903342604637146,0.38425382842022715,0.8575914172416038,0.9332913756370544,0.998144564476419,2.410162712890799,1.0,0.5531914893617021,0.3617021276595745,1.0,0.0,0.0
digit_product__v3__pseudocode,digit_product__v3,digit_product,digit_aggregate,3,pseudocode,"Given a positive integer, compute the product of its decimal digits.","PROCEDURE digit_product(element)
entry <- 1
WHILE element > 0
    entry <- entry * (element % 10)
    element <- element // 10
RETURN entry",False,17,41,40,True,0.23170044790357577,0.011037904303520918,0.2455603615827291,0.011181206442415714,0.20611788988166135,0.9196595855057239,0.9986255466938019,0.9982811957597733,1.9997136492889438,1.0,0.8,0.625,1.0,0.0,0.0
lcm_two__v1__controlled_nl,lcm_two__v1,lcm_two,lcm_family,1,controlled_nl,"Given two positive integers, compute their least common multiple using their greatest common divisor.","PROCEDURE lcm_two INPUT a, b:
SET x TO a.
SET y TO b.
WHILE y != 0:
    SET (x, y) TO (y, (x % y)).
RETURN ((a // x) * b)",False,20,51,50,True,0.2779126179015475,0.036834537982940674,0.2807949799205835,0.03752435930073261,0.3058727294497993,0.8998143267631531,0.9950321018695831,0.9997490692138672,2.877598363714165,1.0,0.74,0.58,1.0,0.0,0.0
